company_code	company_name	level	country	city	founded_year	annual_revenue	employees
C0902	Griffith, Mitchell and Pugh	4	Germany	Düsseldorf	2002	66700	308
C0903	Abbott Ltd	4	USA	San Antonio	2021	83942	498
C0904	Harris-Lawson	4	Germany	Frankfurt	2009	41304	138
C0905	Adkins LLC	4	India	Ahmedabad	2022	96606	430
C0906	Brown, Hurst and Blevins	4	India	Kolkata	2014	121381	144
C0907	Cruz-Allen	4	Japan	Osaka	2006	56335	74
C0908	Wheeler, Rice and Levine	4	China	Guangzhou	2003	88399	89
C0909	Peck-Anderson	4	Canada	Quebec City	2010	52575	213
C0910	Fisher, Payne and Thompson	4	China	Nanjing	2011	77852	498
C0911	Best-Townsend	4	Japan	Kyoto	2009	54521	242
C0912	Matthews Inc	4	UK	Manchester	2002	73343	85
C0913	Lewis-Livingston	4	UK	Cardiff	2001	106077	115
C0914	Hunter-Fuller	4	India	Bangalore	2002	59175	369
C0915	Wang, Henderson and Morales	4	Japan	Fukuoka	2012	53940	267
C0916	Herrera, Jensen and Ramirez	4	USA	Phoenix	2008	63528	424
C0917	Miller-Mccall	4	Germany	Berlin	2012	84073	442
C0918	Herrera Group	4	Canada	Hamilton	2023	22465	286
C0919	Walters, Davenport and Becker	4	Japan	Osaka	2014	35370	57
C0920	Collins Group	4	Germany	Munich	2000	35497	36
C0921	Ashley, Allen and Sanchez	4	Japan	Yokohama	2006	41286	426
C0922	Wilson-Salazar	4	France	Nantes	2021	202971	327
C0923	Parker Ltd	4	China	Hangzhou	2018	109128	137
C0924	Yang, Wilson and Zimmerman	4	China	Beijing	2002	83282	106
C0925	Smith, Crawford and Reed	4	Canada	Vancouver	2002	103435	468
C0926	Logan, Le and Jackson	4	India	Delhi	2001	33361	487
C0927	Brady LLC	4	Canada	Toronto	2005	33841	478
C0928	Tanner, Wise and Johnson	4	France	Strasbourg	2015	39334	20
C0929	Nelson-Brown	4	France	Strasbourg	2005	37863	186
C0930	Proctor, Burton and Crawford	4	Japan	Yokohama	2008	120551	148
C0931	Ward, Porter and Bradley	4	Canada	Vancouver	2001	170840	319
C0932	Moore-Ayala	4	Japan	Sapporo	2015	69517	215
C0933	Craig, Wilson and Yang	4	Canada	Toronto	2002	57498	148
C0934	Williams Inc	4	France	Lyon	2013	76779	107
C0935	Williams LLC	4	Japan	Kawasaki	2000	64372	200
C0936	Mora-White	4	India	Pune	2017	47082	405
C0937	Tran Ltd	4	Canada	Edmonton	2018	58824	262
C0938	Rios, Walker and Wright	4	India	Ahmedabad	2008	54948	97
C0939	Flores, Mckenzie and Duncan	4	USA	Philadelphia	2019	26988	117
C0940	Shaw Inc	4	USA	Phoenix	2001	44072	419
C0941	Walker PLC	4	Canada	Hamilton	2011	53243	397
C0942	Finley Inc	4	Japan	Yokohama	2003	61812	131
C0943	Cline-Ayala	4	Japan	Sapporo	2017	38236	422
C0944	Murphy-Tran	4	USA	Houston	2018	56197	438
C0945	Wood LLC	4	France	Nantes	2005	115357	95
C0946	Mueller, Stevenson and Sanchez	4	Japan	Saitama	2010	127300	417
C0947	Vargas-Snyder	4	India	Jaipur	2000	79288	365
C0948	Oconnor PLC	4	India	Jaipur	2018	46221	77
C0949	Hernandez Group	4	Japan	Kyoto	2017	41282	163
C0950	Hall LLC	4	Germany	Dortmund	2001	120440	51
C0951	Franco, Wiley and Tapia	4	USA	Houston	2019	83286	117
C0952	Blake Group	4	USA	Dallas	2015	74205	5
C0953	Acosta, Garcia and Moreno	4	India	Jaipur	2006	105003	417
C0954	Barnes Inc	4	Germany	Stuttgart	2022	30793	95
C0955	Dawson Inc	4	India	Mumbai	2000	49330	80
C0956	Morse PLC	4	Germany	Munich	2016	32229	445
C0957	Haynes-Watson	4	India	Delhi	2011	148995	365
C0958	Miller, Davis and Anderson	4	France	Lille	2003	130498	177
C0959	Jones-Bradley	4	UK	Leeds	2004	73575	85
C0960	Bates-Anderson	4	France	Montpellier	2020	38877	167
C0961	Green-Edwards	4	Germany	Essen	2022	70536	460
C0962	Haynes-Moss	4	India	Hyderabad	2021	50624	306
C0963	Chavez-Hall	4	Germany	Düsseldorf	2009	60081	380
C0964	Taylor PLC	4	UK	Birmingham	2005	69540	378
C0965	Moore and Sons	4	USA	San Jose	2012	55514	440
C0966	Owens-Russell	4	USA	Chicago	2019	81380	167
C0967	Howard, Townsend and Hayes	4	Japan	Saitama	2003	83165	484
C0968	Baker-Wilson	4	Canada	Vancouver	2010	60396	386
C0969	Aguirre LLC	4	China	Shenzhen	2011	94803	168
C0970	Terry, Williams and Huff	4	Germany	Munich	2022	85388	348
C0971	Hernandez-Dawson	4	India	Pune	2000	72654	140
C0972	Foster-Williams	4	Japan	Nagoya	2022	25448	39
C0973	Green-Ewing	4	India	Chennai	2003	107477	373
C0974	Crane Group	4	USA	New York	2012	115168	229
C0975	Adkins, Wright and Murray	4	France	Lyon	2013	37749	257
C0976	Martinez Inc	4	France	Nantes	2017	56042	197
C0977	Anderson Group	4	China	Wuhan	2018	76851	338
C0978	Parks-Pace	4	Japan	Yokohama	2014	22838	42
C0979	Aguilar LLC	4	USA	Phoenix	2000	51902	168
C0980	Johnson Inc	4	UK	Manchester	2002	40911	180
C0981	Orr Group	4	Germany	Düsseldorf	2005	39438	379
C0982	Davis LLC	4	China	Nanjing	2002	77925	178
C0983	Williams Group	4	Canada	Toronto	2013	23395	487
C0984	Jackson PLC	4	Germany	Leipzig	2013	108294	85
C0985	Underwood-Foster	4	USA	Los Angeles	2010	66252	110
C0986	Reyes Group	4	Japan	Kobe	2022	142794	288
C0987	Gomez and Sons	4	UK	Glasgow	2009	65651	126
C0988	Ramirez-Stephenson	4	China	Beijing	2012	50675	297
C0989	Mendez PLC	4	Canada	Vancouver	2001	118080	189
C0990	Holland Group	4	USA	San Antonio	2002	36017	155
C0991	Andrade-Mendoza	4	Canada	Calgary	2003	29929	18
C0992	Ramirez and Sons	4	Japan	Yokohama	2020	69191	154
C0993	Gonzalez-Wilkerson	4	China	Wuhan	2003	47974	162
C0994	Wright, Mcknight and Stephens	4	France	Montpellier	2015	36991	463
C0995	Mayo Ltd	4	UK	Manchester	2020	59189	283
C0996	Castillo-Harrington	4	France	Lyon	2011	105451	458
C0997	Durham-Shaw	4	France	Nantes	2005	27535	233
C0998	Nelson-Johnson	4	USA	Phoenix	2014	99240	243
C0999	Robinson, Huang and Osborne	4	UK	Liverpool	2008	62157	293
C1000	Stokes Group	4	USA	Chicago	2022	169362	346
C1001	Howard, Silva and Hall	4	China	Shanghai	2021	22098	181
C1002	Garcia Ltd	4	France	Lille	2007	56047	288
C1003	Adams Ltd	4	USA	San Antonio	2016	122285	219
C1004	Gallagher and Sons	4	Canada	Halifax	2007	115463	248
C1005	Bradford, Salinas and Kelly	4	UK	Manchester	2012	102253	467
C1006	Thompson PLC	4	USA	Dallas	2018	79400	466
C1007	Drake-Wolfe	4	Germany	Munich	2014	28705	93
C1008	Johnson, Haynes and Meza	4	Germany	Frankfurt	2006	79457	69
C1009	Thomas, Vaughan and Copeland	4	USA	San Antonio	2002	67440	354
C1010	Weaver-Thompson	4	France	Toulouse	2020	206608	80
